1602,http://web.mta.info/nyct/service/,4th Ave & 45th St at NW corner1,POINT( -74.00960200 40.64954600),R
1902,http://web.mta.info/nyct/service/,4th Ave & 52nd St at NW corner (exit only),POINT( -74.01368800 40.64561900),R
1604,http://web.mta.info/nyct/service/,4th Ave & 53rd St at SE corner,POINT( -74.01441900 40.64449300),R
1606,http://web.mta.info/nyct/service/,4th Ave & 53rd St at SE corner1,POINT( -74.01430900 40.64460100),R
1603,http://web.mta.info/nyct/service/,4th Ave & 53rd St at SW corner,POINT( -74.01469000 40.64465300),R
1605,http://web.mta.info/nyct/service/,4th Ave & 53rd St at SW corner1,POINT( -74.01458600 40.64475600),R
1608,http://web.mta.info/nyct/service/,4th Ave & 59th St at NE corner,POINT( -74.01756100 40.64143500),N-R
1610,http://web.mta.info/nyct/service/,4th Ave & 59th St at NE corner1,POINT( -74.01736200 40.64163300),N-R
1607,http://web.mta.info/nyct/service/,4th Ave & 59th St at NW corner,POINT( -74.01789700 40.64160600),N-R
1609,http://web.mta.info/nyct/service/,4th Ave & 59th St at NW corner1,POINT( -74.01772200 40.64177800),N-R
1904,http://web.mta.info/nyct/service/,4th Ave & 60th St at SE corner,POINT( -74.01853100 40.64050100),N-R
1903,http://web.mta.info/nyct/service/,4th Ave & 60th St at SW corner,POINT( -74.01885700 40.64068200),N-R
1905,http://web.mta.info/nyct/service/,4th Ave & 68th St at NW corner (exit only),POINT( -74.02331300 40.63546800),R
1906,http://web.mta.info/nyct/service/,4th Ave & 76th St at NW corner (exit only),POINT( -74.02545900 40.63022100),R
1614,http://web.mta.info/nyct/service/,4th Ave & 77th St at NE corner,POINT( -74.02545200 40.62950300),R
1613,http://web.mta.info/nyct/service/,4th Ave & 77th St at NW corner,POINT( -74.02573100 40.62955000),R
1907,http://web.mta.info/nyct/service/,4th Ave & 85th St at SW corner,POINT( -74.02820400 40.62349800),R
1616,http://web.mta.info/nyct/service/,4th Ave & 86th St at SE corner,POINT( -74.02831500 40.62258300),R
1615,http://web.mta.info/nyct/service/,4th Ave & 86th St at SW corner,POINT( -74.02854700 40.62265600),R
1909,http://web.mta.info/nyct/service/,4th Ave & 93th St at NE corner,POINT( -74.03040400 40.61736300),R
1908,http://web.mta.info/nyct/service/,4th Ave & 93th St at SW corner,POINT( -74.03069600 40.61758700),R
1619,http://web.mta.info/nyct/service/,4th Ave & 95th St at NW corner,POINT( -74.03123400 40.61618900),R
1617,http://web.mta.info/nyct/service/,4th Ave & 95th St at SW corner,POINT( -74.03138300 40.61602100),R
1592,http://web.mta.info/nyct/service/,4th Ave & 9th St at NE corner,POINT( -73.98848000 40.67038700),F-G-R
